local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
1700000000000000000,0.011000999999999999,151837.35249481615,0.010999,498593.34615466767,0.011001999999999998,138379.65867010757,0.010998,101664.62221580182,0.011002999999999999,45666.63350060087,0.010997,98680.5464411587,0.011003999999999998,201106.9052649071,0.010996,166272.7883499843,0.011005,57710.41466579464,0.010995,359735.2572499987,0.011005999999999998,45184.61568810578,0.010994,43533.72484910461,0.011007,65315.92753337902,0.010993,106330.558639484,0.011007999999999999,92673.24681380425,0.010992,87778.67754422729,0.011008999999999998,164849.70592689747,0.010991,147929.6879969953,0.011009999999999999,154756.43036830664,0.01099,111787.62585227742,0.011010999999999998,98437.38849274018,0.010989,158685.99367380125,0.011012,192136.11919197146,0.010988,74442.5218368412,0.011012999999999998,105870.10174237416,0.010987,103489.65902232805,0.011014,187233.95266068468,0.010986,62547.76592842105,0.011014999999999999,37429.60727547038,0.010985,62813.29993242311,0.011015999999999998,33223.198804848784,0.010984,90567.21638561909,0.011016999999999999,172117.00352863513,0.010983,90537.42059059656,0.011017999999999998,37792.56815729189,0.010982,44010.64631799616,0.011019,80972.26961745092,0.010981,300128.60061006364,0.011019999999999999,93363.29301455617,0.01098,90977.41808724342,0.011020999999999998,71065.68552038686,0.010979000000000001,37961.77194608844,0.011021999999999999,72800.84441874415,0.010978,216208.7553298017,0.011022999999999998,265073.9298416168,0.010977,59226.68566553131,0.011023999999999999,17021.021347963782,0.010976,142731.7679600275,0.011024999999999998,185653.44377835846,0.010975,98815.87819936131
1700000000000500000,0.0110005,38318.26036028818,0.010999499999999999,94791.60161864036,0.011001499999999999,453235.25827892724,0.0109985,935018.575014523,0.0110025,77101.10188127775,0.010997499999999999,201608.28838206208,0.0110035,428575.4488110315,0.0109965,141581.55171366068,0.0110045,145504.1346717042,0.010995499999999998,70516.49366480013,0.0110055,105474.46948646655,0.010994499999999999,13846.387548950413,0.0110065,139539.7552346234,0.010993499999999998,89709.62425608844,0.0110075,155971.60911080043,0.010992499999999999,113286.83802467164,0.0110085,228361.25855388894,0.0109915,384094.0442318105,0.0110095,135672.1451412871,0.010990499999999999,38066.91378548682,0.0110105,110652.82810697812,0.0109895,379665.5145824068,0.0110115,113133.82927811348,0.010988499999999998,83872.61016564361,0.0110125,257626.1521615397,0.010987499999999999,166003.68733012315,0.0110135,177159.0568805432,0.010986499999999998,16899.392847791132,0.0110145,49588.308918649906,0.010985499999999999,110221.44219290021,0.0110155,64086.26253338495,0.0109845,78614.6247961931,0.0110165,126051.98016126288,0.010983499999999998,161236.26489406914,0.0110175,64658.86755345027,0.0109825,106594.07061304765,0.0110185,76832.61868223465,0.010981499999999998,44952.32352923508,0.0110195,51214.69378111902,0.010980499999999999,194039.45837950328,0.011020499999999999,83264.32484953325,0.0109795,162619.04261326534,0.0110215,134519.54898540644,0.010978499999999999,151852.23703831297,0.0110225,200694.39285291213,0.0109775,202635.93382275908,0.0110235,100648.25853936514,0.010976499999999998,216122.93620204178,0.0110245,427333.69994413166,0.0109755,98484.77992923975
1700000000001000000,0.0110005,454952.02904837736,0.010999499999999999,125350.72228126526,0.011001499999999999,117350.14323017982,0.0109985,101900.26285196898,0.0110025,65438.25070013281,0.010997499999999999,83775.91519979018,0.0110035,40194.37421234709,0.0109965,147066.92833892058,0.0110045,60170.64550544958,0.010995499999999998,190358.34566513615,0.0110055,165501.24584230813,0.010994499999999999,104333.61028513056,0.0110065,170040.86473387454,0.010993499999999998,137025.76164904155,0.0110075,85826.06123676212,0.010992499999999999,79690.54595631547,0.0110085,103686.0591442189,0.0109915,37228.905178702546,0.0110095,80772.24926833229,0.010990499999999999,49625.367369356376,0.0110105,46048.02051613622,0.0109895,170921.84235526342,0.0110115,248725.66786567788,0.010988499999999998,136738.76718109174,0.0110125,129802.6088668794,0.010987499999999999,304393.0385816461,0.0110135,566014.0284305139,0.010986499999999998,104005.01158211548,0.0110145,58900.5827707731,0.010985499999999999,183187.79017498638,0.0110155,90821.57142338356,0.0109845,252467.37624503224,0.0110165,185536.07525467224,0.010983499999999998,200594.46869086986,0.0110175,84234.44109026731,0.0109825,65312.75348724049,0.0110185,37855.779628177006,0.010981499999999998,87880.1633725873,0.0110195,51468.0615215986,0.010980499999999999,109509.47813047036,0.011020499999999999,107307.14451863233,0.0109795,50152.18600451157,0.0110215,127170.32329077445,0.010978499999999999,139375.5581069437,0.0110225,93592.14484604308,0.0109775,204785.30460606015,0.0110235,201867.14277709005,0.010976499999999998,71419.55787431043,0.0110245,200358.05991063648,0.0109755,397803.4891946962
1700000000001500000,0.011000999999999999,179476.69290219137,0.010997999999999999,127496.77015807519,0.011001999999999998,117522.54519738423,0.010997,239790.86085213802,0.011002999999999999,115727.79284359598,0.010995999999999999,187640.0514948792,0.011003999999999998,157978.8546947342,0.010995,138258.54789474595,0.011005,190764.247203794,0.010993999999999999,125946.6925548891,0.011005999999999998,60811.0187736891,0.010993,342437.0707861905,0.011007,141142.02601311143,0.010991999999999998,143134.106001654,0.011007999999999999,626363.7309765005,0.010990999999999999,94090.20251284624,0.011008999999999998,93914.72288503229,0.01099,54988.61692173675,0.011009999999999999,83620.59112330787,0.010988999999999999,78753.86717461814,0.011010999999999998,61586.41020258214,0.010988,48054.683609522595,0.011012,36276.68429125379,0.010986999999999999,108038.82489835935,0.011012999999999998,229841.67101547128,0.010986,119947.71596883498,0.011014,104359.9497539485,0.010984999999999998,23846.32736592305,0.011014999999999999,123335.6507227058,0.010983999999999999,101489.12095271239,0.011015999999999998,363781.777286259,0.010983,157828.15696726786,0.011016999999999999,579173.8296583998,0.010981999999999999,112580.8501076307,0.011017999999999998,53687.92106216224,0.010981,51357.2854460767,0.011019,209214.73059537346,0.010979999999999998,243512.40901668186,0.011019999999999999,154757.9047127219,0.010979,61531.78885954913,0.011020999999999998,132275.23186748178,0.010978,42399.917272734216,0.011021999999999999,139931.8187021692,0.010976999999999999,47014.15767138197,0.011022999999999998,98503.65861292361,0.010976,99164.30865554317,0.011023999999999999,304621.0003139318,0.010974999999999999,199325.58765343737,0.011024999999999998,153980.20426104165,0.010974,226502.16836130543
1700000000002000000,0.011,205779.13564817767,0.010998999999999998,296789.48734629236,0.011000999999999999,72674.9601144767,0.010997999999999999,38410.46757263526,0.011002,232388.17469808555,0.010996999999999998,160779.98357113244,0.011002999999999999,79703.25955688211,0.010995999999999999,64473.02402933615,0.011004,288311.0138850783,0.010994999999999998,252471.70392635785,0.011005,140263.2859641715,0.010993999999999999,94877.66378119317,0.011006,72914.69970701692,0.010992999999999998,205741.85374514948,0.011007,174570.69049446183,0.010991999999999998,63554.62839391509,0.011007999999999999,58166.658054603955,0.010990999999999999,37282.387043741386,0.011009,51961.09358203194,0.010989999999999998,45966.00151917973,0.011009999999999999,36226.1532343758,0.010988999999999999,65397.29236858186,0.011011,119842.63202907183,0.010987999999999998,48803.43198573779,0.011012,96347.25012219184,0.010986999999999999,231711.5132311119,0.011013,94745.1735107849,0.010985999999999998,255291.87675944788,0.011014,75058.94170669597,0.010984999999999998,121061.98915366385,0.011014999999999999,273606.09467128874,0.010983999999999999,48483.989322120986,0.011016,74339.76600186403,0.010982999999999998,92048.04405904928,0.011016999999999999,60266.80637381687,0.010981999999999999,61867.029614633066,0.011018,239235.59149972282,0.010980999999999998,276724.4675797797,0.011019,270445.0195872187,0.010979999999999998,124752.35925092037,0.011019999999999999,126769.60869501511,0.010979,140861.30644996456,0.011021,29581.54614584015,0.010977999999999998,75595.14056523248,0.011021999999999999,65717.97583182964,0.010976999999999999,24465.03761384567,0.011023,153577.0492250121,0.010975999999999998,58286.82847457606,0.011023999999999999,101248.37357809706,0.010974999999999999,45765.3685925847
1700000000002500000,0.0110005,98731.01581020054,0.0109975,102285.40354391866,0.011001499999999999,102943.17655498377,0.010996500000000001,92902.73096065117,0.0110025,94294.01412481016,0.0109955,211011.53919850232,0.0110035,87723.73640916379,0.0109945,105008.24353996801,0.0110045,78799.83215544354,0.0109935,65527.435275285134,0.0110055,201967.1696045207,0.0109925,464690.80070177926,0.0110065,72209.6610405103,0.0109915,47138.64393696258,0.0110075,91473.47443438115,0.0109905,93394.79112575112,0.0110085,99992.04370135127,0.010989500000000001,180947.42413678888,0.0110095,107815.03203515937,0.0109885,47295.651142783136,0.0110105,88727.1155600312,0.0109875,93107.11494619562,0.0110115,201269.0011024386,0.0109865,131074.4683999201,0.0110125,99394.32585399254,0.0109855,537174.6737415395,0.0110135,112957.63147183877,0.0109845,53528.38958430367,0.0110145,96462.36946652559,0.0109835,96718.72715858824,0.0110155,49553.50976101625,0.010982500000000001,158580.94824610974,0.0110165,55935.157649511384,0.0109815,105837.18620356669,0.0110175,47950.30694416212,0.0109805,43085.093780175324,0.0110185,114436.97009901487,0.0109795,133068.02506069132,0.0110195,60686.71492448361,0.0109785,107819.13504779192,0.011020499999999999,47569.82648111063,0.010977500000000001,136607.52460426727,0.0110215,118136.92281638474,0.0109765,220786.5662354113,0.0110225,144415.18651601239,0.010975500000000001,203244.08519099202,0.0110235,29154.33918453945,0.0109745,133033.8822204796,0.0110245,326340.45064966753,0.0109735,124285.39741928775
1700000000003000000,0.0110005,85507.67036086065,0.0109975,108300.56151886091,0.011001499999999999,109230.39087113837,0.010996500000000001,68725.15766301387,0.0110025,49645.651538258506,0.0109955,28370.120689944608,0.0110035,160459.7175439296,0.0109945,78970.04390466963,0.0110045,60665.41409174466,0.0109935,159028.72743461552,0.0110055,145414.38605301044,0.0109925,87898.46684833185,0.0110065,109498.93057942572,0.0109915,193238.69403035202,0.0110075,215213.4603360438,0.0109905,77619.82328432419,0.0110085,98817.54862119403,0.010989500000000001,100481.24654166147,0.0110095,204653.82154004043,0.0109885,76386.88798223624,0.0110105,52432.324124457344,0.0109875,127188.21559126028,0.0110115,153205.70379680517,0.0109865,377816.4312144172,0.0110125,85481.72579026005,0.0109855,128861.55342696782,0.0110135,114562.75115435559,0.0109845,114580.66477948007,0.0110145,105150.73134258648,0.0109835,64863.16672438724,0.0110155,192592.00184754728,0.010982500000000001,58929.0347782904,0.0110165,24323.46287379875,0.0109815,278667.32785679423,0.0110175,125377.27669921567,0.0109805,45906.34163463687,0.0110185,35128.79404790725,0.0109795,52771.47998145563,0.0110195,232744.65938430736,0.0109785,93405.88717929261,0.011020499999999999,25134.714785998996,0.010977500000000001,74199.16401391102,0.0110215,49527.24574712105,0.0109765,393272.408333699,0.0110225,30983.498945705185,0.010975500000000001,19083.18989408093,0.0110235,315019.7878265424,0.0109745,128782.33765733936,0.0110245,40563.60435227862,0.0109735,164690.4256046469
1700000000003500000,0.011,77328.66913025032,0.010998999999999998,93594.52702629918,0.011000999999999999,38584.0432401527,0.010997999999999999,35562.941049466506,0.011002,100313.09072071408,0.010996999999999998,27729.823546865937,0.011002999999999999,92694.89750305667,0.010995999999999999,127606.48231661771,0.011004,93412.82619945881,0.010994999999999998,171530.27331436565,0.011005,71484.18009402668,0.010993999999999999,175488.76494556977,0.011006,80488.65877128765,0.010992999999999998,40615.507490051685,0.011007,72677.71160261471,0.010991999999999998,206708.7661283686,0.011007999999999999,126330.9231827415,0.010990999999999999,68803.87493550626,0.011009,56613.772091148116,0.010989999999999998,131244.92725377268,0.011009999999999999,81648.15125640952,0.010988999999999999,133867.9877426119,0.011011,90406.70717830591,0.010987999999999998,57021.57363713771,0.011012,249432.62045831862,0.010986999999999999,66104.88529057741,0.011013,129873.12077842753,0.010985999999999998,23430.37519255948,0.011014,92608.41292867475,0.010984999999999998,52638.71122796311,0.011014999999999999,145547.39398764828,0.010983999999999999,28314.972959604223,0.011016,132880.86657925262,0.010982999999999998,135818.6008343835,0.011016999999999999,214145.2633841713,0.010981999999999999,104392.9377649902,0.011018,142555.22018142947,0.010980999999999998,189617.07320927997,0.011019,351042.6313309692,0.010979999999999998,128348.56768661166,0.011019999999999999,256313.70858523232,0.010979,64125.35137172722,0.011021,97170.69746226382,0.010977999999999998,127422.83070797517,0.011021999999999999,74814.62869723627,0.010976999999999999,76086.63356180859,0.011023,185482.25431207192,0.010975999999999998,153164.63206086535,0.011023999999999999,143568.24666509364,0.010974999999999999,124702.545072501
1700000000004000000,0.011,77304.84154800764,0.010998999999999998,33024.45970225302,0.011000999999999999,78232.19376770334,0.010997999999999999,50525.3137794186,0.011002,20728.839878532297,0.010996999999999998,32317.04048916337,0.011002999999999999,91370.85926523356,0.010995999999999999,211659.49554900394,0.011004,73688.17185387693,0.010994999999999998,153300.6048698808,0.011005,22028.669910392902,0.010993999999999999,163590.8638967852,0.011006,122378.13939776235,0.010992999999999998,54072.4585479812,0.011007,151241.73175553328,0.010991999999999998,44190.24283024703,0.011007999999999999,59817.333089669846,0.010990999999999999,105531.0896748675,0.011009,77041.2933596232,0.010989999999999998,107324.69201061816,0.011009999999999999,50837.35998427377,0.010988999999999999,54992.27926013789,0.011011,170536.55517377696,0.010987999999999998,110464.40095447279,0.011012,34569.07139431981,0.010986999999999999,157019.1577030707,0.011013,80309.44879267851,0.010985999999999998,117305.45168426367,0.011014,391866.2973570119,0.010984999999999998,48308.354190583996,0.011014999999999999,103677.14958489439,0.010983999999999999,22789.654270828705,0.011016,138756.76138135398,0.010982999999999998,83425.517104047,0.011016999999999999,90243.56539678856,0.010981999999999999,112192.77798487885,0.011018,43950.85506186959,0.010980999999999998,83355.24426723398,0.011019,97738.96328634392,0.010979999999999998,74093.29855807783,0.011019999999999999,132913.92780129693,0.010979,61630.6029626689,0.011021,48877.68916782454,0.010977999999999998,165028.2702614571,0.011021999999999999,127014.33159307129,0.010976999999999999,96400.16480791692,0.011023,239034.33585811727,0.010975999999999998,109008.36133159444,0.011023999999999999,211442.43081701806,0.010974999999999999,50658.32863073597
1700000000004500000,0.0110005,231794.15775294858,0.0109975,78735.64700353103,0.011001499999999999,114301.12700012451,0.010996500000000001,45187.520370748505,0.0110025,277796.7807131479,0.0109955,98751.0216144068,0.0110035,91204.50824129234,0.0109945,246591.62811150012,0.0110045,80489.31425079657,0.0109935,89376.24165459743,0.0110055,37735.60266933576,0.0109925,153624.96598598795,0.0110065,66807.34325945137,0.0109915,107247.28880173358,0.0110075,273089.28745955654,0.0109905,77027.23361679526,0.0110085,125770.06724673326,0.010989500000000001,907207.9435818265,0.0110095,167060.32213009338,0.0109885,105106.65876385775,0.0110105,163815.1517217791,0.0109875,68659.5180397348,0.0110115,99334.0465663457,0.0109865,70964.64924888239,0.0110125,86643.84626897499,0.0109855,130525.98619816611,0.0110135,108700.74928127773,0.0109845,133169.44852887117,0.0110145,159985.25414370612,0.0109835,171670.73575559352,0.0110155,137782.52488001136,0.010982500000000001,110384.64169682458,0.0110165,141111.55308711756,0.0109815,36709.569376316824,0.0110175,111393.73741163441,0.0109805,145113.4073765869,0.0110185,58335.82758285822,0.0109795,80551.4288983854,0.0110195,83267.0898633219,0.0109785,81850.9631840697,0.011020499999999999,51735.95698201084,0.010977500000000001,35414.90838453709,0.0110215,202032.92756841803,0.0109765,66933.71942708125,0.0110225,22959.675628845514,0.010975500000000001,60122.45722052818,0.0110235,85855.48237266274,0.0109745,97479.83107642863,0.0110245,531773.8264297561,0.0109735,36153.61174827045
